"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"960","Any of Sarah Vowell's books. She reads her own and I find her to be a delightful narrator.","any of sarah vowells books she reads",8,"her","find",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"961","That's fantastic work, Mikey.","thats fantastic",3,"work","now","day","love","work","cant","purple","ideas","meeting","group","customer",0.0199999999967986,TRUE
"962","He won't tell me his name","he wont tell",4,"me","just","think","time","going","im","lies","us","u","said","will",0.0100000000020373,FALSE
"963","All i want for xmas is you!","all",2,"i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"964","The eagles finally realized they couldn't get a first round pick for Samuel.","the eagles finally realized they couldnt get a first round pick for",13,"samuel","get","like","tonight","david","scenes","brand","burn","correct","arm","nfl",0.0199999999967986,FALSE
"965","- No Rental Car For Me !","no",2,"rental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"966","In an industry where we constantly gripe about #foi requests — kudos to #FDA 's Jason Sadler for making #FOIA requests a breeze","in an industry where we constantly gripe about requests — kudos to s jason",15,"sadler","even","nelson","sadler","surprise",NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"967","LA Startup Weekend at is sold out (sold out quick). Stay tuned on for updates.","la startup weekend at is sold out sold out quick stay tuned on for",15,"updates","twitter","updates","details",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"968","Was actually thinking about that last night. We do indeed. Any time April 12? I'm open until 2pm.","was actually thinking about that last night we do",10,"indeed","much","though","good","one","ever","well","lol","people","fun","twitter",0.0299999999988358,FALSE
"969","Country Pandora <3","country",2,"pandora","music","song","right","let","road","lips","freedoms","inhabited","pandora",NA,0,TRUE
"970","Taking Chloe to see The Lorax.","taking chloe to see the",6,"lorax","us","u","guys","will","ya","coming","another","go","glad","see",0.0199999999967986,FALSE
"971","Mann I wish I didn't live in this small ass town, id prefer dallas or austin, and if I lived outta state id live in like miami or lA","mann",2,"i","wish",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"972","“: When you hear and song from guitar hero on the radio and just blurt out GUITAR HERO” happens all the time.","“ when you hear and song from guitar",9,"hero","pick","antonio","hero",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"973","Q. When not drinking #wines of #Burgundy, what are your go-to varieties?","q when not",4,"drinking","going","anyone","become","drinking","blood","set","aww","objects",NA,NA,0.0100000000020373,TRUE
"974","Is your work keeping you busy or are you busy looking busy? Set priorities and goals and tackle the hard stuff first.","is your",3,"work","favorite","next",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"975","How much is it? Maybe we can still make the dream happen ;-)","how much is",4,"it","better","love","fun","following","im","work","appreciate","got","like","just",0.0199999999967986,FALSE
"976","Hopefully #Capcom will deliver one soon. I'd even love a #remake of Resident Evil 3 and RE3: Nemesis. That'd be awesome. ^NE","hopefully will",3,"deliver","get","never","post","follow","make","one","ever","help","take","first",0.0100000000020373,FALSE
"977","I love you.<3","i love",3,"you","you","it","my","the","that","this",NA,NA,NA,NA,0.0200000000040745,TRUE
"978","Don't fucking assume or judge my intelligence.","dont assume or judge",5,"my","next","intelligence","ruled",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"979","Thank you, Ken! How is the world of solar treating you?","thank",2,"you","much","rt","god","im","though","service","one","happy","great","everyone",0.0199999999967986,FALSE
"980","The Minnesota Twins have agreed to terms with pitcher Francisco Liriano on a one-year, $4.3 million contract, avoiding arbitration.","the minnesota twins have agreed to terms with pitcher francisco",11,"liriano","liriano",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"981","My film ""An Affirmative Act"" (stars Charles Durning/Costas Madolar/Eric Ettabari/Blanche Baker) now playing On Demand on Time Warner Cable!","my film an affirmative act stars charles durningcostas madolareric ettabariblanche baker now playing on demand on time",18,"warner","get","day","one","build","eat","lunch","now","go","back","just",0.0199999999967986,FALSE
"982","the same & bored /:","the",2,"same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"983","Oh well, life just got tougher","oh well life just",5,"got","got","like","saw","wanted","came","dont","finished","started","gonna","one",0.0100000000020373,TRUE
"984","have you seen 's shirt on our site today, ""Rock Daddy""?","have you seen s shirt on",7,"our","show","mean","site","totally","flat",NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"985","sorry, I'm bad with sarcasm. I agree with you lol","sorry im bad with sarcasm i",7,"agree","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"986","Movie time seeing","movie time",3,"seeing","get","day","one","build","eat","lunch","now","go","back","just",0,FALSE
"987","thank you!","thank",2,"you","much","rt","god","im","though","service","one","happy","great","everyone",0.0200000000040745,FALSE
"988","Daisy Scouts meeting after school. I am volunteering at this one. Should be fun.","daisy scouts meeting after school i am",8,"volunteering","so","going","trying","in","now","just",NA,NA,NA,NA,0.0199999999967986,FALSE
"989","#What2ChainzWouldSay Hit The Club In That New Range, Ya Girl Left With 2 Lames.. Im Tity Boi, Im 2Chains, Put That Together.. 2NAAAMES !!","hit the club in that new range",8,"ya","much","ya","rover",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"990","What's love? Buying me pickle chips!","whats love buying me",5,"pickle","tonight","bar","pickle",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"991","Editing tonight. Editing Tomorrow. *sung like we've got tonight, who needs tomorrow","editing tonight editing tomorrow sung like weve got tonight who needs",12,"tomorrow","done","help","u","tomorrow","whole","gay","miami","energy","simple","b",0,TRUE
"992","Yes it is RT : one night is too much.","yes it is rt",5,"one","im","just","great","dont","hope","now","follow","rt","new","one",0,TRUE
"993","have fun in the ATL wish I could be there...congrats and good luck","have fun in the",5,"atl","world","morning","next","studio","middle","top","right","nfl","day","woods",0,FALSE
"994","Some people dont deserve children, and if that makes me a horrible person to say I am just a bad person, who is right.","some people dont deserve children and if",8,"that","dont","will","global","makes","abandoned","bodom",NA,NA,NA,NA,0.0199999999967986,FALSE
"995","ugh so jealous!!! Tell her amber says good morning 💙❤💙","ugh",2,"so","im","school","okay","beautiful","let","jealous","half","consolation","drag","knowlong",0.0100000000020373,FALSE
"996","Tournament Time! Let's Go","tournament time lets",4,"go","go","get","keep","just","see","hope","meet","lunch","talk","commit",0.0199999999967986,TRUE
"997","lies lies lies lies lies lies lies.","lies lies lies lies lies",6,"lies","lies",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"998","Well I know who I will be cheering for on DWTS this spring!!","well i know who i will be cheering for on",11,"dwts","now","dwts",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"999","Looking forward to planning Kristin and Jerad's Wedding at Pipers at the Marott. It's right around the corner!","looking forward to planning",5,"kristin","now","going","team","kristin",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1000","That show is going to be so much fun.","that show is going",5,"to","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1001","I miss my Android. Damn hoodrat stole it after a month of enjoying it. Here's to you, escuela t(._.t)","i miss my android hoodrat stole",7,"it","name","month","paper",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1002","Nope....Slippery Rock State","nopeslippery",2,"rock","rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1003","The one bloody thing that Pacers had to worry about with Orlando 3's and they are killing them on that shot.","the one bloody thing that",6,"pacers","now","know","time","going","im","new","say","said","told","interested",0.0199999999967986,FALSE
"1004","Jesus I am trying to work here, now when I run out to see my clients I am going to have my mind running in circles :)","jesus i am trying to work here now when i run out to see my clients i am going to",21,"have","be","bed","have","the","go","win","sleep",NA,NA,NA,0.0100000000020373,TRUE
"1005","Where the fuck did Lehigh come from?!","where the",3,"did",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1006","Hope you are having a great, and relaxing fun time with yours truely! :) Take care","hope you are having a great",7,"and","day","event","week","job",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1007","I really hope our players are seeing the tweets Cal is getting from these IU fans. Fuel to the fire.","i really hope our players are seeing",8,"the","old","u","guys","shit","tweets","early","characters","rest","sights","teachers",0.0100000000020373,FALSE
"1008","LOL, just saying....","lol",2,"just","good","just","im","rt","ok","like","sorry","really","please","still",0.0199999999967986,TRUE
"1009","Did I mention that I love 's purple straws?","did i mention",4,"that","time","love","tweet","facebook","followed",NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1010","Friendship is like a bank account. You can't continue to draw on it without making deposits.","friendship is like a bank account you cant continue",10,"to","love","draw","earn",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1011","Hi there!","hi",2,"there","everyone","im","love","thanks","sexy","ryan","lanett","sueanne","tamara","tara",0.0200000000040745,FALSE
"1012","Same here. Numbers 5 & 8 are the ones that get to me.","same here",3,"numbers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1013","Axley will be hosting our End of the Year Employment Law Update on Nov. 9 at The Edgewater Hotel from 1 – 4 p.m. Topics include: Disability…","axley will be hosting our end of the year",10,"employment","old","now","next","ago","much","day","believe","though","can","everyone",0.0299999999988358,FALSE
"1014","Sorry 4 slo rply. In some areas yes not in others. When carbon fiber legs outperform nat ones, will unimpaired want to switch?","sorry slo rply in some areas yes not in others when carbon fiber legs outperform nat ones will",19,"unimpaired","get","never","post","follow","make","one","ever","help","take","first",0.0199999999967986,FALSE
"1015","Catch DJ T. On air at 5:30pm on Vamos a la Playa","catch dj",3,"t","t","rap",NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1016","Im always up for a hike:)","im always up",4,"for","good","now","like","think","welcome","wanted","love","buy","mind","free",0.0100000000020373,FALSE
"1017","Only one more day! Get ready! :)","only one more day",5,"get","even","work","just","think","school","still","d","falls","long","probably",0.0199999999967986,FALSE
"1018","Tatzoo campaigns for locally endangered wildlife would make great content.","tatzoo campaigns for locally",5,"endangered","macbook","endangered",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1019","In politics stupidity is not a handicap. Napoleon Bonaparte","in politics stupidity is not",6,"a","an",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1020","RT : Follow all the awesome people we covered this week!","rt follow all the awesome people we covered this",10,"week","week","oxox",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1021","[P&I 2012 opening] Asia&#39;s largest Photo & Imaging Industry Show to get access to world&#39;s cutting edge equipment","pi opening",3,"asias","day","night","pm","books","recorded","asias","dfs","documents","kreayshawn","remarks",0,TRUE
"1022","There's alot of shit I keep bottled that hurts deep inside of my soul & just know that I grow colder the older I grow.","theres alot of i keep bottled that hurts deep inside of my soul just",15,"know","got","like","saw","wanted","came","dont","finished","started","gonna","one",0.0200000000040745,FALSE
"1023","As a student, I speak for many when I say that I am disappointed in the lack of communication to the students about this.","as a student i speak for many when i say that i am disappointed in the lack",18,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1024","The White Elephant Sale has started at the West Senior Center. Come on down to 4th & Beech in San Diego.","the white elephant sale has",6,"started","one","great","started","ends","dm","damen",NA,NA,NA,NA,0.0100000000020373,TRUE
"1025","I think it will be! :)","i think it will",5,"be","be",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1026","OH indeed, this will be great!","oh indeed this will be",6,"great","at","coming","performing","in","too",NA,NA,NA,NA,NA,0,FALSE
"1027","Yeah exactly. Was no bad blood in the series. We get picked on by Canadian fans. They get it from Rangers fans. Commonness.","yeah exactly was no bad",6,"blood","ass","thought","now","go","birthday","time","really","dont","getting","hell",0.0100000000020373,FALSE
"1028","fantastic ideas from on making google maps keyboard accessible using the api","fantastic ideas from on making google maps keyboard accessible",10,"using","using",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1029","The Crowdbooster weekly email is some good stuff! Thanks again for the rec","the crowdbooster weekly email is some good stuff thanks again",11,"for","for",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
