"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"787","Among the places where Westmoreland took his rhetorical road show: ""the Hampton County Watermelon Festival, the Junior National Team Handball Champions Recognition Ceremony, the South Carolina Subsection of the Society of American Foresters, the Lees-McRae Junior College Gymnasium Dedication, the Annual Installation of Officers of the Oak Cliff Chamber of Commerce in Dallas, and a meeting of the National Soccer Coaches Association in New York.""","among the places where westmoreland took his rhetorical road show the hampton county watermelon festival the junior national team handball champions recognition ceremony the south carolina subsection of the society of american foresters the leesmcrae junior college gymnasium dedication the annual installation of officers of the oak cliff chamber of commerce in dallas and a meeting of the national",60,"soccer","debt",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","A: Yeah. It has been awhile since I played here.","a yeah",3,"it","weve",0.0199999999967986,FALSE,"mean","turtle","awhile",NA,NA,NA,NA,NA,NA
"789","""We regret that his motives were questioned,"" Schultz said of those reports, ""and we look forward to her swift confirmation.""","we regret that his motives were questioned schultz said of those reports and",14,"we","time",0.0300000000061118,FALSE,"now","said","one","good","look","tuesday","training","job","filed"
"790","Smith took advantage of a recent law that allows expert testimony on domestic abuse to be considered years later in cases like Wanda's. Wanda was nothing if not a victim of domestic violence -- though, oddly, Willie Kelley was not the perpetrator.","smith took advantage of a recent law that allows expert testimony on domestic abuse to be considered years",19,"later","ago",0.0199999999967986,TRUE,"old","prison","now","later","together","federal","earlier","fact","older"
"791","Oklahoma Department of Emergency Management spokeswoman Keli Cain said the state medical examiner's office confirmed five fatalities in the Woodward area early Sunday. She said she didn't know the gender or age of the victims or details of their deaths but several homes were damaged. More than 8,000 customers were without power in the region.","oklahoma department of emergency management spokeswoman keli cain said the state medical examiners office confirmed five fatalities in the woodward area early sunday she said she didnt know the gender or age of the victims or details of their deaths but several homes were damaged more than customers were",50,"without","will",0.0299999999988358,TRUE,"without","said","get","us","team","use","become","always","hard"
"792","But Palombino works the obscure repertory like an overreaching cabaret artist. Odd combos click one time in four. Bay scallops from Long Island’s Peconic waters — “We’re one of only two restaurants that get them,” the waitress beamed — were served in their shells over fiery kimchi that smartly parried the scallops’ sweetness.","but palombino works the obscure repertory like an overreaching cabaret artist odd combos click one time in four bay scallops from long island’s peconic waters — “we’re one of only two restaurants that get them” the waitress beamed — were served in their",44,"shells","own",0.0100000000020373,FALSE,"last","home",NA,NA,NA,NA,NA,NA,NA
"793","Ray Ratto: ""Havlat backchecking, a good sign. Havlat caught for holding the stick, a bad one.""","ray ratto havlat backchecking a good sign",8,"havlat","said",0.0299999999988358,FALSE,"like","romney","general","read","agreement","michigans","tshirts","ramirez","veto"
"794","""Communication is not a problem, period,"" said line cook Franklin Grammar, who believes the universal language of restaurant kitchens trumps any potential hurdles. ""With the dishwashers, you can look into each other's eyes and know.""","communication is not a",5,"problem","perfect",0.0200000000040745,TRUE,"problem",NA,NA,NA,NA,NA,NA,NA,NA
"795","Registration forms can be downloaded at","registration forms can be",5,"downloaded","seen",0.0199999999967986,FALSE,"found","eaten","more",NA,NA,NA,NA,NA,NA
"796","If Cafe Hon doesn't quite explain the universe to us, or conjure the lost soul of Baltimore in a $10 crab dip, it was silly for anyone to think it ever would.","if cafe hon doesnt quite explain the universe",9,"to","us",0.0100000000020373,FALSE,"access",NA,NA,NA,NA,NA,NA,NA,NA
"797","""They are better off because of that,"" Biggs said. ""Somebody else is paying for a greater share of their health care. This will get me hate mail, obviously. But it is what it is.""","they are better off",5,"because","now",0.0499999999956344,FALSE,"get","yet","time","percent","times","way","done","ohio","health"
"798","Much of the discussion surrounding the anniversary of bin Laden's death, however, has focused not on national security but on politics. President Barack Obama has made his decision to launch the mission that killed bin Laden a part of his re-election campaign, and Republicans have roundly criticized him for exploiting that success for partisan advantage. Of course, there's more than a bit of hypocrisy in the GOP complaint, since President George W. Bush used the capture of Saddam Hussein for similar purposes when he ran for re-election.","much of the discussion surrounding the anniversary of bin ladens death however has focused not on",17,"national","university",0.0100000000020373,TRUE,"college","national","major","attention","provision","ideals",NA,NA,NA
"799","""When that will happen, I don't know,"" Kubiak said. ""My focus now is strictly with T.J. and Kellen, and moving forward with Atlanta.""","when that will happen i dont know kubiak said",10,"my","statement",0.0199999999967986,FALSE,"will","monday","thats","many","weve","think","one","state","hes"
"800","""If you have to rely just on momentum then you don't have a good enough team,"" Auriemma said. ""We've got to hope we have a good enough team and then rely on momentum as an extra asset.""","if you have to rely just",7,"on","like",0.0100000000020373,FALSE,"one","dont","two","going","three","weeks","saying","short","time"
"801","Complaint forms are available on med.ohio.gov. If you don't have a computer, you can obtain a complaint form by calling the board at 1-800-554-7717 or writing to Public Inquiries, State Medical Board of Ohio, 30 E. Broad St., Third Floor, Columbus, OH, 43215-6127.","complaint forms are available on medohiogov if you dont have a computer you can",15,"obtain","get",0.0400000000008731,FALSE,"see","also","blame",NA,NA,NA,NA,NA,NA
"802","Around the table, there are going to be varying degrees of interest in or experience with wine, and that in itself presents a challenge. It is nearly impossible to find the one perfect wine, so I recommend offering at least two choices that will cover most taste preferences and pairings. Here's a short list, all purchased at Safeway.","around the table there are going to be varying degrees of interest in or experience with wine and that in itself presents a challenge",25,"it","thats",0.0100000000020373,FALSE,"said","also","us","games","church","rep","given","least","women"
