"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"5905","""We got dominated by a very good pitcher over there, but we played terrible. We didn’t pitch worth a crap. Not aggressive. Missed a play or two, and got no-hit by a very good pitcher over there. Which doesn’t make it any easier for our baseball team.""","we got dominated by a very good pitcher over there but we played terrible we didn’t pitch worth a not aggressive missed",23,"a","would","towards","attitude",NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5906","Galdamez, German Marquez and Maximino Bueno, all from Plainfield, ran the operation throughout areas between Plainfield and Somerville.","galdamez german marquez and maximino bueno",7,"all","the","then","it","that","we","in","he","they","is","you",0.0299999999988358,FALSE
"5907","2009: Kathleen M. Brady, ""Well""","kathleen",2,"m","ehrlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"5908","“A lot of people in that neighborhood do not have cars,” he said. “What we’re doing is marketing specifically to people who are not necessarily people who have cars or will keep cars around.”","“a",2,"lot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"5909","The experience is called Community Supported Agriculture, or CSA, a rather unwieldy name for a fast-growing trend in which consumers become shareholders of a farm. They simply pay in advance for their portion of a growing season's worth of vegetables, fruit, meat, eggs or cheese -- whatever the farm produces.","the experience is called community supported agriculture or csa a rather unwieldy name for a fastgrowing trend in which consumers become shareholders of a farm they",27,"simply","and","in","to","house","should","does","girl","although","stands","residents",0.0600000000013097,FALSE
"5910","We mourn the humiliation of the university and the coach, but let's give equal attention to the suffering of the victims. Some of the abuse was likely preventable had adults in the know, at the time, put their foot down.","we mourn the humiliation of the university and the coach but lets give equal attention to the suffering of the victims some",23,"of","finally","relatives",NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE
"5911","Scottsdale celebrates with a day of diverse entertainment. There will be family-friendly activities, arts and crafts, food and information about community organizations. At 1 p.m., catch a screening of Bennett Singer's Brother Outsider, a film looking at the life of Bayard Rustin, a civil-rights activist who was a mentor to King and helped organize the 1963 March on Washington. Performers will include Valley favorites Pete Pancrazi Quartet and Dennis Rowland.","scottsdale celebrates with a day of diverse entertainment there will be familyfriendly activities arts and crafts food and information about community organizations at pm catch a screening of bennett singers brother outsider a film looking at the life of bayard rustin a civilrights activist who was",47,"a","is","are","was","have","has","were","had","do","would","will",0.0200000000004366,FALSE
"5912","Britton, meanwhile, rejoined his teammates after making one rehab start for Triple-A Norfolk against Charlotte this past Tuesday. Britton allowed one earned run on three hits and one walk while striking out three over five innings.","britton meanwhile rejoined his teammates after making one",9,"rehab","sure","the","it","my","them","things","us","some","of","this",0.0300000000006548,FALSE
"5913","The 54th annual Grammy Awards will be presented Feb. 12 in Los Angeles, and will be telecast live on CBS.","the th annual grammy awards will be",8,"presented","be","not","have","make","help","also","never","go","give","work",0.0299999999988358,FALSE
"5914","Chase Likens, 21, Point Pleasant, W.Va. Singing ""Storm Warning"" by Hunter Hayes","chase likens point",4,"pleasant","of","is","and","in","that","to","out","the","this","we",0.0200000000004366,FALSE
"5915","But despite the excellence, the talk around the league tends to center on the youngsters.","but despite the excellence the talk around the league tends to",12,"center","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5916","In stuffy twenty-first century,","in stuffy",3,"twentyfirst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"5917","Making Strides is an American Cancer Society initiative dedicated to uniting communities to celebrate people who’ve battled breast cancer, educating individuals on how to reduce their risk, and empowering others to join the fight. Money raised by the noncompetitive three-to-five mile walks go to finding cures and raising support.","making strides is an american cancer society initiative dedicated to",11,"uniting","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0400000000008731,FALSE
"5918","""Just kind of take those kinds of things to heart and try to learn from it,"" he said.","just kind of take those kinds of things to",10,"heart","that","to","are","in","like","and","you","will","we","were",0,FALSE
"5919","But the Coyotes and coach Dave Tippett have done a good job blocking those distractions and turning the team into a winner, at least inside the boards.","but",2,"the","the","it","they","he","we","not","this","my","in","also",0.0300000000006548,TRUE
"5920","She was not allowed to take her father's courses, but had his counsel over bagels and coffee every morning. She ignored his suggestion that she join a big corporate firm where the money is.","she was not allowed to take her fathers courses but had",12,"his","the","it","they","he","we","not","this","my","in","also",0.0100000000002183,FALSE
"5921","Though he excels in the classroom, Zeller has a couple things you can't teach: pedigree and size. The 7-foot Zeller is the nephew of Al Eberhard, a former Mizzou star who played four years in the NBA; the younger brother of Luke, who played at Notre Dame and is in the NBA D-league; and the older brother of Cody, who plays at Indiana.","though he excels in the classroom zeller has a couple things you cant teach pedigree and size the foot zeller is the nephew of al eberhard a former mizzou star who played four years in the nba the younger brother of luke who played at notre dame and is in the nba dleague and the older brother of",59,"cody","and","in","of","to","with","as","on","but","for","came",0.0299999999988358,FALSE
"5922","Greater Clevelanders did not participate the study, but researchers at CWRU and University Hospitals Case Medical Center collected and analyzed the data.","greater clevelanders did not participate the study but researchers at cwru and university hospitals case medical center",18,"collected","center","and","school","service","care","student","literature","treatment","staff","specialty",0.0300000000006548,FALSE
"5923","This year's Mehlville district winners were as follows:","this years mehlville district winners were",7,"as","of","and","in","which","for",NA,NA,NA,NA,NA,0.0399999999990541,FALSE
